ip1,ip2,port1,port2,proto,pkts12,pkts21,bytes12,bytes21,etime,class,app,entity1,entity2,part1,part2,link_label
192.168.7.47,202.106.0.20,62587,53,17,1,1,56,288,1525251601,8,916,192.168.7.47_62587,202.106.0.20_53,1,1,1_1
192.168.7.185,114.114.114.114,61072,53,17,1,1,64,178,1525251601,8,916,192.168.7.185_61072,114.114.114.114_53,3,3,3_3
192.168.7.219,202.106.0.20,60645,53,17,1,1,69,235,1525251600,8,916,192.168.7.219_60645,202.106.0.20_53,1,1,1_1
192.168.6.237,202.106.0.20,52878,53,17,1,1,82,534,1525251600,8,916,192.168.6.237_52878,202.106.0.20_53,3,1,1_3
192.168.6.237,202.106.0.20,55381,53,17,1,1,74,526,1525251600,8,916,192.168.6.237_55381,202.106.0.20_53,3,1,1_3
192.168.6.237,202.106.0.20,50629,53,17,1,1,72,139,1525251601,8,916,192.168.6.237_50629,202.106.0.20_53,3,1,1_3
192.168.7.49,8.8.8.8,50326,53,17,1,1,71,126,1525251602,8,916,192.168.7.49_50326,8.8.8.8_53,4,4,4_4
192.168.7.49,8.8.8.8,59329,53,17,1,1,71,126,1525251602,8,916,192.168.7.49_59329,8.8.8.8_53,4,4,4_4
192.168.7.47,202.106.0.20,60481,53,17,1,1,52,284,1525251601,8,916,192.168.7.47_60481,202.106.0.20_53,1,1,1_1
192.168.7.49,202.106.0.20,50326,53,17,1,1,71,126,1525251602,8,916,192.168.7.49_50326,202.106.0.20_53,4,1,1_4
192.168.7.49,202.106.0.20,59329,53,17,1,1,71,126,1525251602,8,916,192.168.7.49_59329,202.106.0.20_53,4,1,1_4
192.168.7.49,202.106.0.20,63801,53,17,1,1,71,126,1525251602,8,916,192.168.7.49_63801,202.106.0.20_53,4,1,1_4
192.168.6.238,202.106.0.20,55974,53,17,1,1,71,126,1525251601,8,916,192.168.6.238_55974,202.106.0.20_53,1,1,1_1
192.168.1.19,163.44.166.218,9213,443,6,4,4,979,184,1525251603,8,913,192.168.1.19_9213,163.44.166.218_443,6,6,6_6
192.168.7.222,202.106.0.20,60062,53,17,1,1,71,126,1525251600,8,916,192.168.7.222_60062,202.106.0.20_53,1,1,1_1
192.168.7.204,202.106.0.20,51736,53,17,1,1,65,114,1525251601,8,916,192.168.7.204_51736,202.106.0.20_53,1,1,1_1
192.168.6.237,114.114.114.114,55381,53,17,1,1,74,303,1525251600,8,916,192.168.6.237_55381,114.114.114.114_53,3,3,3_3
192.168.6.237,114.114.114.114,52878,53,17,1,1,82,250,1525251600,8,916,192.168.6.237_52878,114.114.114.114_53,3,3,3_3
192.168.6.237,114.114.114.114,50629,53,17,1,1,72,88,1525251601,8,916,192.168.6.237_50629,114.114.114.114_53,3,3,3_3
192.168.6.237,114.114.114.114,50197,53,17,1,1,69,85,1525251602,8,916,192.168.6.237_50197,114.114.114.114_53,3,3,3_3
192.168.7.192,202.106.0.20,59033,53,17,1,1,71,126,1525251601,8,916,192.168.7.192_59033,202.106.0.20_53,1,1,1_1
192.168.7.79,202.106.0.20,62642,53,17,1,1,71,126,1525251605,8,916,192.168.7.79_62642,202.106.0.20_53,1,1,1_1
192.168.1.204,8.8.8.8,64444,53,17,1,1,59,98,1525251606,8,916,192.168.1.204_64444,8.8.8.8_53,4,4,4_4
192.168.7.200,202.106.0.20,61473,53,17,1,1,81,522,1525251603,8,916,192.168.7.200_61473,202.106.0.20_53,1,1,1_1
192.168.7.205,202.106.0.20,14804,53,17,1,1,81,156,1525251607,8,916,192.168.7.205_14804,202.106.0.20_53,1,1,1_1
192.168.7.49,8.8.8.8,63801,53,17,1,1,71,126,1525251602,8,916,192.168.7.49_63801,8.8.8.8_53,4,4,4_4
192.168.7.49,8.8.8.8,58133,53,17,1,1,71,126,1525251607,8,916,192.168.7.49_58133,8.8.8.8_53,4,4,4_4
192.168.7.49,8.8.8.8,56767,53,17,1,1,71,126,1525251607,8,916,192.168.7.49_56767,8.8.8.8_53,4,4,4_4
192.168.7.47,202.106.0.20,61180,53,17,1,1,71,126,1525251604,8,916,192.168.7.47_61180,202.106.0.20_53,1,1,1_1
192.168.7.49,202.106.0.20,58133,53,17,1,1,71,126,1525251607,8,916,192.168.7.49_58133,202.106.0.20_53,4,1,1_4
192.168.7.49,202.106.0.20,56767,53,17,1,1,71,126,1525251607,8,916,192.168.7.49_56767,202.106.0.20_53,4,1,1_4
192.168.7.49,202.106.0.20,56271,53,17,1,1,71,126,1525251607,8,916,192.168.7.49_56271,202.106.0.20_53,4,1,1_4
192.168.7.205,202.106.0.20,16111,53,17,1,1,81,156,1525251607,8,916,192.168.7.205_16111,202.106.0.20_53,1,1,1_1
192.168.7.205,202.106.0.20,22802,53,17,1,1,59,129,1525251607,8,916,192.168.7.205_22802,202.106.0.20_53,1,1,1_1
192.168.7.205,202.106.0.20,21416,53,17,1,1,59,129,1525251607,8,916,192.168.7.205_21416,202.106.0.20_53,1,1,1_1
192.168.7.205,202.106.0.20,7522,53,17,1,1,59,202,1525251607,8,916,192.168.7.205_7522,202.106.0.20_53,1,1,1_1
192.168.7.186,13.78.94.7,9494,443,6,3,5,355,5696,1525251609,8,913,192.168.7.186_9494,13.78.94.7_443,8,8,8_8
192.168.6.237,202.106.0.20,50197,53,17,1,1,69,395,1525251602,8,916,192.168.6.237_50197,202.106.0.20_53,3,1,1_3
192.168.7.157,114.114.114.114,65171,53,17,1,1,64,96,1525251602,8,916,192.168.7.157_65171,114.114.114.114_53,3,3,3_3
192.168.7.157,114.114.114.114,51749,53,17,1,1,64,125,1525251607,8,916,192.168.7.157_51749,114.114.114.114_53,9,3,3_9
192.168.7.118,202.106.0.20,64055,53,17,1,1,71,126,1525251604,8,916,192.168.7.118_64055,202.106.0.20_53,1,1,1_1
192.168.7.118,202.106.0.20,51129,53,17,1,1,67,364,1525251606,8,916,192.168.7.118_51129,202.106.0.20_53,1,1,1_1
192.168.1.112,202.106.0.20,57932,53,17,1,1,55,257,1525251606,8,916,192.168.1.112_57932,202.106.0.20_53,1,1,1_1
192.168.7.31,202.106.0.20,63397,53,17,1,1,62,334,1525251608,8,916,192.168.7.31_63397,202.106.0.20_53,1,1,1_1
192.168.7.31,202.106.0.20,62504,53,17,1,1,62,346,1525251608,8,916,192.168.7.31_62504,202.106.0.20_53,1,1,1_1
192.168.1.19,163.44.166.218,9217,443,6,3,1,945,52,1525251603,8,913,192.168.1.19_9217,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9253,443,6,2,1,642,52,1525251609,8,913,192.168.1.19_9253,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9258,443,6,3,1,682,52,1525251609,8,913,192.168.1.19_9258,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9263,443,6,3,1,685,52,1525251609,8,913,192.168.1.19_9263,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9215,443,6,27,25,2980,20133,1525251609,8,913,192.168.1.19_9215,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9247,443,6,3,3,682,295,1525251610,8,913,192.168.1.19_9247,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9248,443,6,2,3,92,295,1525251610,8,913,192.168.1.19_9248,163.44.166.218_443,6,6,6_6
192.168.7.157,123.125.81.6,51749,53,17,1,2,64,250,1525251608,8,916,192.168.7.157_51749,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,54420,53,17,1,1,62,127,1525251609,8,916,192.168.7.157_54420,123.125.81.6_53,9,9,9_9
192.168.7.196,202.106.0.20,15419,53,17,1,1,79,523,1525251610,8,916,192.168.7.196_15419,202.106.0.20_53,1,1,1_1
192.168.7.196,202.106.0.20,14194,53,17,1,1,58,324,1525251610,8,916,192.168.7.196_14194,202.106.0.20_53,1,1,1_1
192.168.7.157,123.125.81.6,57487,53,17,1,1,62,115,1525251610,8,916,192.168.7.157_57487,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,60030,53,17,1,1,63,113,1525251610,8,916,192.168.7.157_60030,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,52733,53,17,1,1,72,88,1525251610,8,916,192.168.7.157_52733,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,65263,53,17,1,1,69,85,1525251610,8,916,192.168.7.157_65263,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,59116,53,17,1,1,72,135,1525251610,8,916,192.168.7.157_59116,123.125.81.6_53,9,9,9_9
192.168.7.196,202.106.0.20,22553,53,17,1,1,58,324,1525251610,8,916,192.168.7.196_22553,202.106.0.20_53,1,1,1_1
192.168.7.196,202.106.0.20,9106,53,17,1,1,59,325,1525251610,8,916,192.168.7.196_9106,202.106.0.20_53,1,1,1_1
192.168.7.196,202.106.0.20,7388,53,17,0,1,0,446,1525251610,8,916,192.168.7.196_7388,202.106.0.20_53,1,1,1_1
192.168.7.196,202.106.0.20,10421,53,17,1,1,71,393,1525251610,8,916,192.168.7.196_10421,202.106.0.20_53,1,1,1_1
192.168.7.196,202.106.0.20,12625,53,17,1,1,71,393,1525251610,8,916,192.168.7.196_12625,202.106.0.20_53,1,1,1_1
192.168.7.157,123.125.81.6,50962,53,17,1,1,69,132,1525251610,8,916,192.168.7.157_50962,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,57890,53,17,1,1,63,110,1525251610,8,916,192.168.7.157_57890,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,50285,53,17,1,1,65,112,1525251610,8,916,192.168.7.157_50285,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,64305,53,17,1,1,66,82,1525251610,8,916,192.168.7.157_64305,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,49537,53,17,1,1,66,82,1525251610,8,916,192.168.7.157_49537,123.125.81.6_53,9,9,9_9
192.168.7.135,202.106.0.20,56309,53,17,1,1,63,300,1525251609,8,916,192.168.7.135_56309,202.106.0.20_53,1,1,1_1
192.168.7.137,202.106.0.20,55544,53,17,1,1,62,502,1525251610,8,916,192.168.7.137_55544,202.106.0.20_53,1,1,1_1
192.168.7.157,123.125.81.6,58666,53,17,1,1,66,129,1525251610,8,916,192.168.7.157_58666,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,57626,53,17,1,1,66,129,1525251610,8,916,192.168.7.157_57626,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,57134,53,17,1,1,59,101,1525251610,8,916,192.168.7.157_57134,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,60986,53,17,1,1,66,109,1525251610,8,916,192.168.7.157_60986,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,57763,53,17,1,1,62,78,1525251610,8,916,192.168.7.157_57763,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,65335,53,17,1,1,93,109,1525251610,8,916,192.168.7.157_65335,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,64343,53,17,1,1,61,77,1525251610,8,916,192.168.7.157_64343,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,55383,53,17,1,1,93,137,1525251610,8,916,192.168.7.157_55383,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,49331,53,17,1,1,62,125,1525251610,8,916,192.168.7.157_49331,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,49798,53,17,1,1,61,124,1525251610,8,916,192.168.7.157_49798,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,65426,53,17,1,1,60,107,1525251610,8,916,192.168.7.157_65426,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,54162,53,17,1,1,58,100,1525251610,8,916,192.168.7.157_54162,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,51113,53,17,1,1,61,136,1525251610,8,916,192.168.7.157_51113,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,54899,53,17,1,1,62,78,1525251610,8,916,192.168.7.157_54899,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,63674,53,17,0,1,0,82,1525251610,8,916,192.168.7.157_63674,123.125.81.6_53,9,9,9_9
192.168.1.111,202.106.0.20,49046,53,17,1,1,55,257,1525251600,8,916,192.168.1.111_49046,202.106.0.20_53,1,1,1_1
192.168.1.111,202.106.0.20,59956,53,17,1,1,55,257,1525251610,8,916,192.168.1.111_59956,202.106.0.20_53,1,1,1_1
192.168.7.157,123.125.81.6,56691,53,17,1,1,61,77,1525251610,8,916,192.168.7.157_56691,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,62199,53,17,1,1,62,125,1525251611,8,916,192.168.7.157_62199,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,56775,53,17,1,1,66,129,1525251611,8,916,192.168.7.157_56775,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,53552,53,17,1,1,61,124,1525251611,8,916,192.168.7.157_53552,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,59668,53,17,1,1,60,107,1525251611,8,916,192.168.7.157_59668,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,50206,53,17,1,1,61,120,1525251611,8,916,192.168.7.157_50206,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,56255,53,17,1,1,64,80,1525251611,8,916,192.168.7.157_56255,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,51547,53,17,1,1,62,94,1525251611,8,916,192.168.7.157_51547,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,49225,53,17,1,1,64,127,1525251611,8,916,192.168.7.157_49225,123.125.81.6_53,9,9,9_9
192.168.7.68,114.114.114.114,52273,53,17,1,1,62,78,1525251610,8,916,192.168.7.68_52273,114.114.114.114_53,3,3,3_3
192.168.7.68,114.114.114.114,60753,53,17,1,1,63,200,1525251610,8,916,192.168.7.68_60753,114.114.114.114_53,3,3,3_3
192.168.7.47,202.106.0.20,65265,53,17,1,1,54,353,1525251610,8,916,192.168.7.47_65265,202.106.0.20_53,1,1,1_1
192.168.7.196,202.106.0.20,4693,53,17,1,1,61,327,1525251610,8,916,192.168.7.196_4693,202.106.0.20_53,1,1,1_1
192.168.7.47,202.106.0.20,51663,53,17,0,1,0,291,1525251611,8,916,192.168.7.47_51663,202.106.0.20_53,1,1,1_1
192.168.7.49,202.106.0.20,59154,53,17,1,1,71,126,1525251612,8,916,192.168.7.49_59154,202.106.0.20_53,4,1,1_4
192.168.7.49,202.106.0.20,58165,53,17,1,1,71,126,1525251612,8,916,192.168.7.49_58165,202.106.0.20_53,4,1,1_4
192.168.7.49,8.8.8.8,56271,53,17,1,1,71,126,1525251607,8,916,192.168.7.49_56271,8.8.8.8_53,4,4,4_4
192.168.7.49,8.8.8.8,59154,53,17,1,1,71,126,1525251612,8,916,192.168.7.49_59154,8.8.8.8_53,4,4,4_4
192.168.7.49,8.8.8.8,58165,53,17,1,1,71,126,1525251612,8,916,192.168.7.49_58165,8.8.8.8_53,4,4,4_4
192.168.7.189,202.106.0.20,49358,53,17,1,1,63,276,1525251609,8,916,192.168.7.189_49358,202.106.0.20_53,1,1,1_1
192.168.7.189,202.106.0.20,59255,53,17,1,1,55,488,1525251610,8,916,192.168.7.189_59255,202.106.0.20_53,1,1,1_1
192.168.7.189,202.106.0.20,61254,53,17,1,1,60,489,1525251610,8,916,192.168.7.189_61254,202.106.0.20_53,1,1,1_1
192.168.7.189,202.106.0.20,61889,53,17,1,1,59,520,1525251610,8,916,192.168.7.189_61889,202.106.0.20_53,1,1,1_1
192.168.7.97,202.106.0.20,51192,53,17,1,1,73,404,1525251609,8,916,192.168.7.97_51192,202.106.0.20_53,1,1,1_1
192.168.7.97,202.106.0.20,50291,53,17,1,1,72,358,1525251609,8,916,192.168.7.97_50291,202.106.0.20_53,1,1,1_1
192.168.7.97,202.106.0.20,52234,53,17,1,1,69,345,1525251610,8,916,192.168.7.97_52234,202.106.0.20_53,1,1,1_1
192.168.7.97,114.114.114.114,60179,53,17,0,1,0,120,1525251609,8,916,192.168.7.97_60179,114.114.114.114_53,3,3,3_3
192.168.7.97,114.114.114.114,52908,53,17,1,1,59,211,1525251610,8,916,192.168.7.97_52908,114.114.114.114_53,3,3,3_3
192.168.7.97,114.114.114.114,50035,53,17,1,1,69,165,1525251610,8,916,192.168.7.97_50035,114.114.114.114_53,3,3,3_3
192.168.6.254,202.106.0.20,61955,53,17,1,1,57,371,1525251613,8,916,192.168.6.254_61955,202.106.0.20_53,1,1,1_1
192.168.7.223,202.106.0.20,65464,53,17,1,1,73,526,1525251613,8,916,192.168.7.223_65464,202.106.0.20_53,1,1,1_1
192.168.6.237,121.22.240.194,53304,80,6,179,320,9095,472543,1525251603,8,237,192.168.6.237_53304,121.22.240.194_80,10,10,10_10
192.168.7.118,202.106.0.20,60065,53,17,1,1,56,255,1525251609,8,916,192.168.7.118_60065,202.106.0.20_53,1,1,1_1
192.168.7.178,202.106.0.20,55847,53,17,1,1,71,126,1525251612,8,916,192.168.7.178_55847,202.106.0.20_53,1,1,1_1
192.168.7.223,202.106.0.20,62682,53,17,1,1,76,537,1525251613,8,916,192.168.7.223_62682,202.106.0.20_53,1,1,1_1
192.168.7.223,202.106.0.20,54606,53,17,1,1,70,511,1525251614,8,916,192.168.7.223_54606,202.106.0.20_53,1,1,1_1
192.168.7.223,202.106.0.20,63568,53,17,1,1,72,426,1525251614,8,916,192.168.7.223_63568,202.106.0.20_53,1,1,1_1
192.168.7.223,202.106.0.20,55824,53,17,1,1,81,439,1525251614,8,916,192.168.7.223_55824,202.106.0.20_53,1,1,1_1
192.168.7.222,202.106.0.20,52008,53,17,1,1,62,334,1525251609,8,916,192.168.7.222_52008,202.106.0.20_53,1,1,1_1
192.168.7.222,202.106.0.20,61012,53,17,1,1,62,346,1525251609,8,916,192.168.7.222_61012,202.106.0.20_53,1,1,1_1
192.168.7.31,202.106.0.20,57032,53,17,1,1,59,303,1525251609,8,916,192.168.7.31_57032,202.106.0.20_53,1,1,1_1
192.168.7.31,202.106.0.20,60252,53,17,1,1,55,308,1525251610,8,916,192.168.7.31_60252,202.106.0.20_53,1,1,1_1
192.168.7.31,202.106.0.20,51177,53,17,0,1,0,246,1525251613,8,916,192.168.7.31_51177,202.106.0.20_53,1,1,1_1
192.168.1.203,172.16.10.3,62399,53,17,5,0,370,0,1525251610,8,916,192.168.1.203_62399,172.16.10.3_53,12,12,12_12
192.168.1.203,172.16.10.3,55134,53,17,5,0,355,0,1525251611,8,916,192.168.1.203_55134,172.16.10.3_53,12,12,12_12
192.168.1.204,8.8.8.8,50447,53,17,1,1,59,110,1525251606,8,916,192.168.1.204_50447,8.8.8.8_53,4,4,4_4
192.168.7.144,8.8.8.8,64744,53,17,1,1,66,173,1525251608,8,916,192.168.7.144_64744,8.8.8.8_53,4,4,4_4
192.168.7.144,8.8.8.8,57661,53,17,1,1,59,166,1525251609,8,916,192.168.7.144_57661,8.8.8.8_53,4,4,4_4
192.168.1.19,163.44.166.218,9254,443,6,3,3,682,216,1525251610,8,913,192.168.1.19_9254,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9265,443,6,3,3,685,300,1525251610,8,913,192.168.1.19_9265,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9267,443,6,3,3,685,1592,1525251610,8,913,192.168.1.19_9267,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9268,443,6,3,3,685,1488,1525251610,8,913,192.168.1.19_9268,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9249,443,6,10,9,1112,4479,1525251616,8,913,192.168.1.19_9249,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9252,443,6,9,8,1072,4439,1525251616,8,913,192.168.1.19_9252,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9251,443,6,9,9,1072,4479,1525251616,8,913,192.168.1.19_9251,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9295,443,6,3,1,684,52,1525251616,8,913,192.168.1.19_9295,163.44.166.218_443,6,6,6_6
192.168.7.195,202.106.0.20,59495,53,17,1,1,71,126,1525251611,8,916,192.168.7.195_59495,202.106.0.20_53,1,1,1_1
192.168.7.144,106.11.47.19,59407,80,6,9,8,4724,3489,1525251616,2,262,192.168.7.144_59407,106.11.47.19_80,14,14,14_14
192.168.7.144,106.11.47.19,59406,80,6,16,17,6602,2591,1525251616,2,262,192.168.7.144_59406,106.11.47.19_80,14,14,14_14
192.168.7.223,202.106.0.20,61189,53,17,1,1,69,170,1525251614,8,916,192.168.7.223_61189,202.106.0.20_53,1,1,1_1
192.168.7.223,202.106.0.20,50923,53,17,1,1,73,504,1525251615,8,916,192.168.7.223_50923,202.106.0.20_53,1,1,1_1
192.168.7.147,202.106.0.20,64787,53,17,1,1,75,394,1525251616,8,916,192.168.7.147_64787,202.106.0.20_53,1,1,1_1
61.135.217.24,192.168.7.103,80,65372,6,5,6,1670,1699,1525251612,8,237,61.135.217.24_80,192.168.7.103_65372,15,15,15_15
192.168.1.19,163.44.166.218,9297,443,6,3,1,689,52,1525251616,8,913,192.168.1.19_9297,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9298,443,6,3,1,688,52,1525251616,8,913,192.168.1.19_9298,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9256,443,6,6,5,853,375,1525251616,8,913,192.168.1.19_9256,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9302,443,6,3,4,693,1859,1525251616,8,913,192.168.1.19_9302,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9292,443,6,3,3,683,1592,1525251616,8,913,192.168.1.19_9292,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9305,443,6,3,3,684,1592,1525251616,8,913,192.168.1.19_9305,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9303,443,6,8,8,1021,3744,1525251616,8,913,192.168.1.19_9303,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9311,443,6,3,1,687,52,1525251616,8,913,192.168.1.19_9311,163.44.166.218_443,6,6,6_6
192.168.7.132,202.106.0.20,54931,53,17,1,1,69,235,1525251614,8,916,192.168.7.132_54931,202.106.0.20_53,1,1,1_1
192.168.7.40,202.106.0.20,60002,53,17,1,1,71,126,1525251614,8,916,192.168.7.40_60002,202.106.0.20_53,1,1,1_1
192.168.7.49,202.106.0.20,52189,53,17,1,1,71,126,1525251612,8,916,192.168.7.49_52189,202.106.0.20_53,4,1,1_4
192.168.7.49,202.106.0.20,60915,53,17,1,1,71,126,1525251618,8,916,192.168.7.49_60915,202.106.0.20_53,4,1,1_4
192.168.7.49,202.106.0.20,57668,53,17,1,1,71,126,1525251618,8,916,192.168.7.49_57668,202.106.0.20_53,4,1,1_4
192.168.7.49,8.8.8.8,52189,53,17,1,1,71,126,1525251612,8,916,192.168.7.49_52189,8.8.8.8_53,4,4,4_4
192.168.7.49,8.8.8.8,60915,53,17,1,1,71,126,1525251618,8,916,192.168.7.49_60915,8.8.8.8_53,4,4,4_4
