ip1,ip2,port1,port2,proto,pkts12,pkts21,bytes12,bytes21,etime,class,app,entity1,entity2,part1,part2,link_label
192.168.7.49,8.8.8.8,57668,53,17,1,1,71,126,1525251618,8,916,192.168.7.49_57668,8.8.8.8_53,4,4,4_4
192.168.7.107,202.106.0.20,64750,53,17,1,1,66,303,1525251610,8,916,192.168.7.107_64750,202.106.0.20_53,1,1,1_1
192.168.7.107,202.106.0.20,56636,53,17,1,1,66,303,1525251610,8,916,192.168.7.107_56636,202.106.0.20_53,1,1,1_1
192.168.7.157,111.206.37.72,52390,443,6,3,1,649,52,1525251612,8,913,192.168.7.157_52390,111.206.37.72_443,17,17,17_17
192.168.7.157,111.206.37.72,52391,443,6,3,1,649,52,1525251613,8,913,192.168.7.157_52391,111.206.37.72_443,17,17,17_17
192.168.7.228,202.106.0.20,63942,53,17,1,1,71,126,1525251614,8,916,192.168.7.228_63942,202.106.0.20_53,1,1,1_1
192.168.1.112,202.106.0.20,41396,53,17,1,1,55,257,1525251616,8,916,192.168.1.112_41396,202.106.0.20_53,1,1,1_1
192.168.7.191,202.106.0.20,62649,53,17,1,1,62,214,1525251619,8,916,192.168.7.191_62649,202.106.0.20_53,1,1,1_1
192.168.7.157,111.206.76.31,52401,443,6,3,4,649,208,1525251619,8,913,192.168.7.157_52401,111.206.76.31_443,19,19,19_19
192.168.7.185,114.114.114.114,62230,53,17,1,1,66,352,1525251618,8,916,192.168.7.185_62230,114.114.114.114_53,3,3,3_3
192.168.7.150,114.114.114.114,62647,53,17,1,1,65,213,1525251619,8,916,192.168.7.150_62647,114.114.114.114_53,3,3,3_3
192.168.7.38,202.106.0.20,57406,53,17,1,1,63,281,1525251617,8,916,192.168.7.38_57406,202.106.0.20_53,1,1,1_1
192.168.7.38,202.106.0.20,50772,53,17,1,1,63,375,1525251618,8,916,192.168.7.38_50772,202.106.0.20_53,1,1,1_1
192.168.1.19,163.44.166.218,9309,443,6,3,4,687,3092,1525251617,8,913,192.168.1.19_9309,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9260,443,6,8,8,1020,4528,1525251621,8,913,192.168.1.19_9260,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9270,443,6,5,5,816,380,1525251621,8,913,192.168.1.19_9270,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9266,443,6,5,5,816,380,1525251621,8,913,192.168.1.19_9266,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9269,443,6,6,8,931,4528,1525251621,8,913,192.168.1.19_9269,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9259,443,6,9,8,1072,4528,1525251621,8,913,192.168.1.19_9259,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9261,443,6,8,8,1020,4528,1525251621,8,913,192.168.1.19_9261,163.44.166.218_443,6,6,6_6
192.168.7.191,202.106.0.20,49574,53,17,1,1,64,232,1525251619,8,916,192.168.7.191_49574,202.106.0.20_53,1,1,1_1
192.168.7.34,202.106.0.20,56910,53,17,1,1,61,276,1525251621,8,916,192.168.7.34_56910,202.106.0.20_53,1,1,1_1
192.168.7.34,202.106.0.20,61024,53,17,1,1,61,276,1525251621,8,916,192.168.7.34_61024,202.106.0.20_53,1,1,1_1
192.168.7.157,111.206.76.49,52404,443,6,3,11,649,572,1525251621,8,913,192.168.7.157_52404,111.206.76.49_443,21,21,21_21
61.135.169.121,192.168.7.157,443,52388,6,2,3,104,663,1525251617,8,913,61.135.169.121_443,192.168.7.157_52388,22,22,22_22
192.168.1.19,8.8.8.8,50254,53,17,1,1,83,99,1525251619,8,916,192.168.1.19_50254,8.8.8.8_53,4,4,4_4
192.168.6.242,202.106.0.20,61969,53,17,1,1,65,230,1525251613,8,916,192.168.6.242_61969,202.106.0.20_53,1,1,1_1
192.168.7.38,120.92.15.24,52042,443,6,2,3,88,280,1525251605,8,913,192.168.7.38_52042,120.92.15.24_443,24,24,24_24
192.168.7.38,120.92.15.24,52044,443,6,3,1,645,48,1525251614,8,913,192.168.7.38_52044,120.92.15.24_443,24,24,24_24
192.168.7.131,123.6.7.30,10675,443,6,3,5,516,3152,1525251622,8,913,192.168.7.131_10675,123.6.7.30_443,26,26,26_26
192.168.7.131,123.6.7.30,10673,443,6,3,4,516,3092,1525251622,8,913,192.168.7.131_10673,123.6.7.30_443,26,26,26_26
192.168.7.131,123.6.7.30,10672,443,6,3,5,516,3152,1525251622,8,913,192.168.7.131_10672,123.6.7.30_443,26,26,26_26
192.168.7.157,123.125.81.6,51068,53,17,1,1,62,125,1525251611,8,916,192.168.7.157_51068,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,58990,53,17,1,1,71,126,1525251618,8,916,192.168.7.157_58990,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,54944,53,17,1,1,63,113,1525251621,8,916,192.168.7.157_54944,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,60593,53,17,1,1,87,144,1525251621,8,916,192.168.7.157_60593,123.125.81.6_53,9,9,9_9
192.168.7.157,111.206.76.49,52405,443,6,2,15,92,4666,1525251621,8,913,192.168.7.157_52405,111.206.76.49_443,21,21,21_21
61.135.217.23,192.168.7.79,80,61496,6,3,5,489,1338,1525251622,8,237,61.135.217.23_80,192.168.7.79_61496,27,27,27_27
192.168.7.49,202.106.0.20,53100,53,17,1,1,71,126,1525251618,8,916,192.168.7.49_53100,202.106.0.20_53,4,1,1_4
192.168.7.131,202.106.0.20,57044,53,17,1,1,65,421,1525251622,8,916,192.168.7.131_57044,202.106.0.20_53,1,1,1_1
192.168.7.131,202.106.0.20,58679,53,17,1,1,70,454,1525251622,8,916,192.168.7.131_58679,202.106.0.20_53,1,1,1_1
192.168.7.131,202.106.0.20,58494,53,17,1,1,58,270,1525251622,8,916,192.168.7.131_58494,202.106.0.20_53,1,1,1_1
192.168.7.207,202.106.0.20,44092,53,17,1,1,65,161,1525251623,8,916,192.168.7.207_44092,202.106.0.20_53,1,1,1_1
192.168.7.49,8.8.8.8,53100,53,17,1,1,71,126,1525251618,8,916,192.168.7.49_53100,8.8.8.8_53,4,4,4_4
192.168.7.49,8.8.8.8,58894,53,17,1,1,71,126,1525251623,8,916,192.168.7.49_58894,8.8.8.8_53,4,4,4_4
192.168.7.49,8.8.8.8,64791,53,17,1,1,71,126,1525251623,8,916,192.168.7.49_64791,8.8.8.8_53,4,4,4_4
192.168.7.157,114.114.114.114,62330,53,17,1,1,71,145,1525251609,8,916,192.168.7.157_62330,114.114.114.114_53,3,3,3_3
192.168.7.157,114.114.114.114,54944,53,17,1,1,63,113,1525251621,8,916,192.168.7.157_54944,114.114.114.114_53,9,3,3_9
192.168.7.157,114.114.114.114,60593,53,17,1,1,87,144,1525251622,8,916,192.168.7.157_60593,114.114.114.114_53,9,3,3_9
192.168.7.157,114.114.114.114,53278,53,17,0,1,0,113,1525251623,8,916,192.168.7.157_53278,114.114.114.114_53,9,3,3_9
192.168.7.31,202.106.0.20,64801,53,17,1,1,67,364,1525251621,8,916,192.168.7.31_64801,202.106.0.20_53,1,1,1_1
192.168.7.34,202.106.0.20,59854,53,17,1,1,61,275,1525251622,8,916,192.168.7.34_59854,202.106.0.20_53,1,1,1_1
192.168.7.157,211.90.25.49,52406,443,6,2,12,92,4510,1525251623,8,913,192.168.7.157_52406,211.90.25.49_443,29,29,29_29
192.168.7.196,111.206.235.71,43775,80,6,4,4,729,474,1525251611,8,237,192.168.7.196_43775,111.206.235.71_80,30,30,30_30
192.168.7.38,202.106.0.20,56075,53,17,1,1,72,269,1525251621,8,916,192.168.7.38_56075,202.106.0.20_53,1,1,1_1
192.168.7.94,202.106.0.20,60416,53,17,1,1,71,126,1525251622,8,916,192.168.7.94_60416,202.106.0.20_53,1,1,1_1
192.168.7.157,211.90.25.49,52408,443,6,3,8,649,416,1525251623,8,913,192.168.7.157_52408,211.90.25.49_443,29,29,29_29
192.168.7.157,211.90.25.49,52407,443,6,3,9,649,468,1525251624,8,913,192.168.7.157_52407,211.90.25.49_443,29,29,29_29
192.168.7.157,211.90.25.49,52409,443,6,3,9,649,468,1525251624,8,913,192.168.7.157_52409,211.90.25.49_443,29,29,29_29
192.168.7.157,211.90.25.49,52412,443,6,3,10,649,520,1525251624,8,913,192.168.7.157_52412,211.90.25.49_443,29,29,29_29
192.168.7.157,211.90.25.49,52413,443,6,3,10,649,520,1525251624,8,913,192.168.7.157_52413,211.90.25.49_443,29,29,29_29
192.168.7.157,211.90.25.49,52411,443,6,3,10,649,520,1525251624,8,913,192.168.7.157_52411,211.90.25.49_443,29,29,29_29
192.168.7.157,211.90.25.48,52392,443,6,3,17,661,4770,1525251623,8,913,192.168.7.157_52392,211.90.25.48_443,32,32,32_32
192.168.7.147,202.106.0.20,51025,53,17,0,1,0,126,1525251617,8,916,192.168.7.147_51025,202.106.0.20_53,1,1,1_1
192.168.6.237,219.238.237.137,53314,80,6,4,4,486,412,1525251611,8,237,192.168.6.237_53314,219.238.237.137_80,34,34,34_34
192.168.6.237,219.238.237.137,53322,80,6,5,5,1789,609,1525251624,8,237,192.168.6.237_53322,219.238.237.137_80,34,34,34_34
192.168.7.207,202.106.0.20,43422,53,17,1,1,65,230,1525251623,8,916,192.168.7.207_43422,202.106.0.20_53,1,1,1_1
192.168.6.238,202.106.0.20,62388,53,17,1,1,71,385,1525251623,8,916,192.168.6.238_62388,202.106.0.20_53,1,1,1_1
192.168.1.204,8.8.8.8,36084,53,17,1,1,59,98,1525251615,8,916,192.168.1.204_36084,8.8.8.8_53,4,4,4_4
192.168.1.204,8.8.8.8,56354,53,17,1,1,59,110,1525251616,8,916,192.168.1.204_56354,8.8.8.8_53,4,4,4_4
192.168.7.144,8.8.8.8,56317,53,17,1,1,65,213,1525251623,8,916,192.168.7.144_56317,8.8.8.8_53,4,4,4_4
192.168.7.246,218.11.2.115,36291,443,6,3,1,332,60,1525251624,7,250,192.168.7.246_36291,218.11.2.115_443,36,36,36_36
192.168.1.111,202.106.0.20,51633,53,17,1,1,55,257,1525251621,8,916,192.168.1.111_51633,202.106.0.20_53,1,1,1_1
192.168.7.42,202.106.0.20,54540,53,17,1,1,62,334,1525251625,8,916,192.168.7.42_54540,202.106.0.20_53,1,1,1_1
192.168.7.34,202.106.0.20,59851,53,17,1,1,71,301,1525251623,8,916,192.168.7.34_59851,202.106.0.20_53,1,1,1_1
192.168.7.246,202.106.0.20,52149,53,17,1,1,75,290,1525251624,8,916,192.168.7.246_52149,202.106.0.20_53,1,1,1_1
192.168.7.185,114.114.114.114,50514,53,17,2,2,126,158,1525251621,8,916,192.168.7.185_50514,114.114.114.114_53,3,3,3_3
192.168.7.131,202.108.23.152,10677,443,6,3,3,437,196,1525251622,8,913,192.168.7.131_10677,202.108.23.152_443,38,38,38_38
192.168.7.202,202.106.0.20,58204,53,17,1,1,69,522,1525251627,8,916,192.168.7.202_58204,202.106.0.20_53,1,1,1_1
192.168.7.202,202.106.0.20,61143,53,17,1,1,71,331,1525251627,8,916,192.168.7.202_61143,202.106.0.20_53,1,1,1_1
192.168.1.203,172.16.10.3,54816,53,17,5,0,370,0,1525251622,8,916,192.168.1.203_54816,172.16.10.3_53,12,12,12_12
42.156.235.98,192.168.7.47,443,56277,6,1,3,52,656,1525251605,8,913,42.156.235.98_443,192.168.7.47_56277,39,39,39_39
192.168.7.49,202.106.0.20,58894,53,17,1,1,71,126,1525251623,8,916,192.168.7.49_58894,202.106.0.20_53,4,1,1_4
192.168.7.49,202.106.0.20,64791,53,17,1,1,71,126,1525251623,8,916,192.168.7.49_64791,202.106.0.20_53,4,1,1_4
192.168.7.49,202.106.0.20,49391,53,17,1,1,71,126,1525251623,8,916,192.168.7.49_49391,202.106.0.20_53,4,1,1_4
192.168.7.49,8.8.8.8,49391,53,17,1,1,71,126,1525251623,8,916,192.168.7.49_49391,8.8.8.8_53,4,4,4_4
192.168.7.49,8.8.8.8,63741,53,17,1,1,71,126,1525251628,8,916,192.168.7.49_63741,8.8.8.8_53,4,4,4_4
192.168.7.49,8.8.8.8,61455,53,17,0,1,0,126,1525251628,8,916,192.168.7.49_61455,8.8.8.8_53,4,4,4_4
192.168.6.254,202.106.0.20,64592,53,17,1,1,54,312,1525251624,8,916,192.168.6.254_64592,202.106.0.20_53,3,1,1_3
192.168.7.223,17.253.87.202,63100,80,6,9,6,767,4171,1525251614,8,237,192.168.7.223_63100,17.253.87.202_80,40,40,40_40
192.168.6.222,202.106.0.20,62458,53,17,1,1,65,461,1525251628,8,916,192.168.6.222_62458,202.106.0.20_53,1,1,1_1
202.106.0.20,192.168.7.215,53,63165,17,1,1,276,63,1525251628,8,916,202.106.0.20_53,192.168.7.215_63165,1,43,1_43
192.168.7.215,202.106.0.20,51461,53,17,1,1,62,246,1525251629,8,916,192.168.7.215_51461,202.106.0.20_53,1,1,1_1
192.168.7.215,202.106.0.20,62154,53,17,0,1,0,311,1525251629,8,916,192.168.7.215_62154,202.106.0.20_53,1,1,1_1
192.168.7.215,202.106.0.20,63670,53,17,1,1,60,447,1525251629,8,916,192.168.7.215_63670,202.106.0.20_53,1,1,1_1
192.168.7.215,202.106.0.20,50869,53,17,1,1,62,302,1525251629,8,916,192.168.7.215_50869,202.106.0.20_53,1,1,1_1
192.168.7.215,202.106.0.20,62017,53,17,1,1,62,246,1525251629,8,916,192.168.7.215_62017,202.106.0.20_53,1,1,1_1
192.168.7.215,202.106.0.20,59011,53,17,1,1,60,489,1525251629,8,916,192.168.7.215_59011,202.106.0.20_53,1,1,1_1
192.168.7.215,202.106.0.20,61815,53,17,1,1,59,520,1525251629,8,916,192.168.7.215_61815,202.106.0.20_53,1,1,1_1
192.168.7.215,202.106.0.20,57714,53,17,1,1,68,279,1525251629,8,916,192.168.7.215_57714,202.106.0.20_53,1,1,1_1
192.168.7.215,202.106.0.20,59640,53,17,1,1,55,488,1525251629,8,916,192.168.7.215_59640,202.106.0.20_53,1,1,1_1
192.168.7.215,202.106.0.20,54410,53,17,1,1,64,137,1525251629,8,916,192.168.7.215_54410,202.106.0.20_53,1,1,1_1
192.168.7.215,202.106.0.20,60736,53,17,1,1,68,141,1525251629,8,916,192.168.7.215_60736,202.106.0.20_53,1,1,1_1
192.168.7.34,202.106.0.20,57175,53,17,1,1,71,462,1525251627,8,916,192.168.7.34_57175,202.106.0.20_53,1,1,1_1
192.168.1.112,202.106.0.20,60657,53,17,1,1,55,257,1525251627,8,916,192.168.1.112_60657,202.106.0.20_53,1,1,1_1
192.168.7.34,202.106.0.20,61289,53,17,1,1,70,461,1525251629,8,916,192.168.7.34_61289,202.106.0.20_53,1,1,1_1
192.168.7.222,202.106.0.20,52446,53,17,1,1,62,334,1525251629,8,916,192.168.7.222_52446,202.106.0.20_53,1,1,1_1
192.168.7.185,114.114.114.114,58159,53,17,1,1,65,213,1525251627,8,916,192.168.7.185_58159,114.114.114.114_53,3,3,3_3
192.168.7.68,114.114.114.114,52878,53,17,1,1,69,167,1525251628,8,916,192.168.7.68_52878,114.114.114.114_53,3,3,3_3
192.168.7.202,140.205.162.6,58829,443,6,2,1,352,64,1525251628,8,913,192.168.7.202_58829,140.205.162.6_443,41,41,41_41
192.168.7.215,140.205.61.57,63163,443,6,3,1,232,52,1525251630,8,913,192.168.7.215_63163,140.205.61.57_443,43,43,43_43
192.168.6.237,202.106.0.20,49502,53,17,1,1,81,539,1525251620,8,916,192.168.6.237_49502,202.106.0.20_53,3,1,1_3
192.168.7.219,202.106.0.20,52765,53,17,1,1,67,364,1525251627,8,916,192.168.7.219_52765,202.106.0.20_53,1,1,1_1
192.168.7.40,202.106.0.20,56762,53,17,1,1,67,364,1525251630,8,916,192.168.7.40_56762,202.106.0.20_53,1,1,1_1
192.168.7.34,61.135.186.100,5877,80,6,5,4,852,612,1525251623,8,237,192.168.7.34_5877,61.135.186.100_80,45,45,45_45
192.168.7.38,111.161.3.162,52049,443,6,3,1,645,48,1525251618,8,913,192.168.7.38_52049,111.161.3.162_443,46,46,46_46
192.168.7.215,202.106.0.20,54308,53,17,1,1,54,406,1525251629,8,916,192.168.7.215_54308,202.106.0.20_53,1,1,1_1
192.168.7.215,202.106.0.20,61807,53,17,1,1,61,442,1525251629,8,916,192.168.7.215_61807,202.106.0.20_53,1,1,1_1
192.168.7.135,202.106.0.20,49923,53,17,1,1,62,334,1525251629,8,916,192.168.7.135_49923,202.106.0.20_53,1,1,1_1
192.168.7.135,202.106.0.20,52186,53,17,1,1,71,126,1525251630,8,916,192.168.7.135_52186,202.106.0.20_53,1,1,1_1
192.168.6.253,202.106.0.20,64523,53,17,1,1,74,391,1525251618,8,916,192.168.6.253_64523,202.106.0.20_53,1,1,1_1
192.168.7.227,202.106.0.20,1164,53,17,1,1,59,413,1525251619,8,916,192.168.7.227_1164,202.106.0.20_53,1,1,1_1
192.168.7.34,202.108.250.210,5885,80,6,19,22,1065,27272,1525251631,8,237,192.168.7.34_5885,202.108.250.210_80,48,48,48_48
192.168.7.34,202.108.250.210,5886,80,6,7,7,490,6109,1525251631,8,237,192.168.7.34_5886,202.108.250.210_80,48,48,48_48
192.168.7.157,111.206.76.31,52403,443,6,3,10,649,520,1525251620,8,913,192.168.7.157_52403,111.206.76.31_443,19,19,19_19
192.168.7.157,111.206.76.31,52402,443,6,3,11,649,572,1525251620,8,913,192.168.7.157_52402,111.206.76.31_443,19,19,19_19
192.168.7.157,111.206.76.31,52415,443,6,3,12,663,624,1525251631,8,913,192.168.7.157_52415,111.206.76.31_443,19,19,19_19
192.168.7.157,111.206.76.31,52416,443,6,3,12,663,624,1525251631,8,913,192.168.7.157_52416,111.206.76.31_443,19,19,19_19
192.168.7.157,111.206.76.31,52417,443,6,3,15,144,908,1525251631,8,913,192.168.7.157_52417,111.206.76.31_443,19,19,19_19
192.168.7.49,202.106.0.20,63741,53,17,1,1,71,126,1525251628,8,916,192.168.7.49_63741,202.106.0.20_53,4,1,1_4
192.168.7.49,202.106.0.20,61455,53,17,1,1,71,126,1525251628,8,916,192.168.7.49_61455,202.106.0.20_53,4,1,1_4
192.168.7.49,202.106.0.20,61886,53,17,1,1,71,126,1525251628,8,916,192.168.7.49_61886,202.106.0.20_53,4,1,1_4
192.168.7.44,111.200.195.69,56598,443,6,3,1,374,52,1525251614,8,913,192.168.7.44_56598,111.200.195.69_443,50,50,50_50
192.168.7.44,111.200.195.69,56599,443,6,3,1,374,52,1525251614,8,913,192.168.7.44_56599,111.200.195.69_443,50,50,50_50
192.168.7.103,114.114.114.114,51376,53,17,1,1,71,126,1525251605,8,916,192.168.7.103_51376,114.114.114.114_53,3,3,3_3
192.168.7.86,114.114.114.114,53851,53,17,0,1,0,126,1525251606,8,916,192.168.7.86_53851,114.114.114.114_53,3,3,3_3
192.168.7.44,114.114.114.114,62792,53,17,1,1,62,78,1525251614,8,916,192.168.7.44_62792,114.114.114.114_53,3,3,3_3
192.168.7.118,202.106.0.20,63263,53,17,1,1,69,369,1525251630,8,916,192.168.7.118_63263,202.106.0.20_53,1,1,1_1
192.168.7.236,202.106.0.20,47660,53,17,1,1,67,381,1525251632,8,916,192.168.7.236_47660,202.106.0.20_53,1,1,1_1
192.168.7.38,202.106.0.20,61462,53,17,1,1,64,174,1525251632,8,916,192.168.7.38_61462,202.106.0.20_53,1,1,1_1
192.168.7.215,140.205.36.80,63162,443,6,3,1,232,52,1525251629,8,913,192.168.7.215_63162,140.205.36.80_443,51,51,51_51
192.168.7.236,140.143.118.208,53607,443,6,3,1,328,52,1525251632,8,913,192.168.7.236_53607,140.143.118.208_443,52,52,52_52
192.168.7.183,1.1.1.1,52880,53,17,5,0,285,0,1525251622,8,916,192.168.7.183_52880,1.1.1.1_53,54,54,54_54
192.168.7.183,1.1.1.1,49166,53,17,1,1,71,176,1525251626,8,916,192.168.7.183_49166,1.1.1.1_53,54,54,54_54
192.168.7.38,111.207.177.143,52059,80,6,5,4,583,313,1525251633,8,237,192.168.7.38_52059,111.207.177.143_80,56,56,56_56
192.168.7.34,61.135.186.100,5874,80,6,5,6,526,692,1525251632,8,237,192.168.7.34_5874,61.135.186.100_80,45,45,45_45
192.168.7.215,17.253.71.202,63161,80,6,6,4,455,911,1525251629,8,237,192.168.7.215_63161,17.253.71.202_80,57,57,57_57
192.168.7.49,8.8.8.8,61886,53,17,1,1,71,126,1525251628,8,916,192.168.7.49_61886,8.8.8.8_53,4,4,4_4
192.168.7.49,8.8.8.8,58297,53,17,1,1,71,126,1525251634,8,916,192.168.7.49_58297,8.8.8.8_53,4,4,4_4
192.168.7.49,8.8.8.8,60291,53,17,1,1,71,126,1525251634,8,916,192.168.7.49_60291,8.8.8.8_53,4,4,4_4
192.168.7.220,111.206.227.230,46342,443,6,3,1,316,52,1525251634,8,913,192.168.7.220_46342,111.206.227.230_443,59,59,59_59
192.168.7.34,202.108.250.210,5887,80,6,21,28,1058,36662,1525251631,8,237,192.168.7.34_5887,202.108.250.210_80,48,48,48_48
192.168.7.34,202.108.250.210,5888,80,6,4,4,358,1111,1525251631,8,237,192.168.7.34_5888,202.108.250.210_80,48,48,48_48
192.168.7.47,202.106.0.20,57049,53,17,0,1,0,255,1525251632,8,916,192.168.7.47_57049,202.106.0.20_53,1,1,1_1
192.168.7.49,202.106.0.20,58297,53,17,1,1,71,126,1525251634,8,916,192.168.7.49_58297,202.106.0.20_53,4,1,1_4
192.168.7.49,202.106.0.20,60291,53,17,1,1,71,126,1525251634,8,916,192.168.7.49_60291,202.106.0.20_53,4,1,1_4
192.168.7.49,202.106.0.20,65349,53,17,1,1,71,126,1525251634,8,916,192.168.7.49_65349,202.106.0.20_53,4,1,1_4
192.168.6.254,114.114.114.114,64592,53,17,1,1,54,102,1525251624,8,916,192.168.6.254_64592,114.114.114.114_53,3,3,3_3
202.108.250.214,192.168.7.34,80,5884,6,5,6,1851,460,1525251629,8,237,202.108.250.214_80,192.168.7.34_5884,60,60,60_60
192.168.7.66,202.106.0.20,57189,53,17,1,1,71,518,1525251631,8,916,192.168.7.66_57189,202.106.0.20_53,1,1,1_1
192.168.7.147,202.106.0.20,51614,53,17,1,1,65,461,1525251634,8,916,192.168.7.147_51614,202.106.0.20_53,1,1,1_1
192.168.6.238,202.106.0.20,61339,53,17,1,1,55,257,1525251632,8,916,192.168.6.238_61339,202.106.0.20_53,1,1,1_1
192.168.7.219,202.106.0.20,64756,53,17,1,1,69,235,1525251630,8,916,192.168.7.219_64756,202.106.0.20_53,1,1,1_1
192.168.7.220,202.106.0.20,2130,53,17,1,1,59,260,1525251634,8,916,192.168.7.220_2130,202.106.0.20_53,1,1,1_1
192.168.7.220,202.106.0.20,6459,53,17,1,1,62,266,1525251634,8,916,192.168.7.220_6459,202.106.0.20_53,1,1,1_1
192.168.7.220,202.106.0.20,11325,53,17,1,1,57,256,1525251634,8,916,192.168.7.220_11325,202.106.0.20_53,1,1,1_1
