ip1,ip2,port1,port2,proto,pkts12,pkts21,bytes12,bytes21,etime,class,app,entity1,entity2,part1,part2,link_label
192.168.7.187,202.106.0.20,55831,53,17,1,1,77,534,1525251643,8,916,192.168.7.187_55831,202.106.0.20_53,3,1,1_3
192.168.6.242,111.206.37.178,54692,80,6,4,5,443,433,1525251635,8,237,192.168.6.242_54692,111.206.37.178_80,93,93,93_93
192.168.6.242,111.206.37.178,54695,80,6,14,21,850,25388,1525251635,8,237,192.168.6.242_54695,111.206.37.178_80,93,93,93_93
192.168.7.220,111.206.25.147,45758,8080,6,5,4,1147,503,1525251644,8,237,192.168.7.220_45758,111.206.25.147_8080,94,94,94_94
192.168.1.204,8.8.8.8,53328,53,17,1,1,59,98,1525251642,8,916,192.168.1.204_53328,8.8.8.8_53,4,4,4_4
192.168.1.204,8.8.8.8,31204,53,17,1,1,59,110,1525251643,8,916,192.168.1.204_31204,8.8.8.8_53,4,4,4_4
192.168.7.132,202.106.0.20,53401,53,17,1,1,69,235,1525251644,8,916,192.168.7.132_53401,202.106.0.20_53,1,1,1_1
192.168.7.38,202.106.0.20,60999,53,17,1,1,65,461,1525251645,8,916,192.168.7.38_60999,202.106.0.20_53,1,1,1_1
192.168.7.40,202.106.0.20,51619,53,17,1,1,71,126,1525251646,8,916,192.168.7.40_51619,202.106.0.20_53,1,1,1_1
192.168.7.215,202.106.0.20,58288,53,17,2,2,122,480,1525251649,8,916,192.168.7.215_58288,202.106.0.20_53,3,1,1_3
192.168.7.215,202.106.0.20,63298,53,17,2,2,140,1040,1525251649,8,916,192.168.7.215_63298,202.106.0.20_53,3,1,1_3
192.168.7.187,114.114.114.114,55831,53,17,1,1,77,213,1525251643,8,916,192.168.7.187_55831,114.114.114.114_53,3,3,3_3
192.168.7.157,114.114.114.114,62631,53,17,2,2,136,278,1525251643,8,916,192.168.7.157_62631,114.114.114.114_53,3,3,3_3
192.168.7.157,114.114.114.114,65459,53,17,2,2,118,278,1525251647,8,916,192.168.7.157_65459,114.114.114.114_53,9,3,3_9
192.168.6.225,111.202.102.35,55583,80,6,5,3,854,298,1525251632,8,237,192.168.6.225_55583,111.202.102.35_80,95,95,95_95
192.168.7.233,111.161.64.101,48246,80,6,7,6,682,3723,1525251639,8,237,192.168.7.233_48246,111.161.64.101_80,96,96,96_96
192.168.7.215,202.106.0.20,61299,53,17,2,2,110,616,1525251649,8,916,192.168.7.215_61299,202.106.0.20_53,3,1,1_3
192.168.7.215,202.106.0.20,64365,53,17,2,2,128,486,1525251649,8,916,192.168.7.215_64365,202.106.0.20_53,3,1,1_3
192.168.7.215,202.106.0.20,58922,53,17,2,2,120,634,1525251649,8,916,192.168.7.215_58922,202.106.0.20_53,3,1,1_3
192.168.7.215,202.106.0.20,61406,53,17,2,2,132,514,1525251649,8,916,192.168.7.215_61406,202.106.0.20_53,3,1,1_3
192.168.7.215,202.106.0.20,56669,53,17,2,2,114,916,1525251649,8,916,192.168.7.215_56669,202.106.0.20_53,3,1,1_3
192.168.7.234,202.106.0.20,53152,53,17,1,1,62,417,1525251644,8,916,192.168.7.234_53152,202.106.0.20_53,1,1,1_1
192.168.7.31,202.106.0.20,53041,53,17,1,1,58,321,1525251647,8,916,192.168.7.31_53041,202.106.0.20_53,1,1,1_1
192.168.1.112,202.106.0.20,40743,53,17,1,1,55,257,1525251648,8,916,192.168.1.112_40743,202.106.0.20_53,1,1,1_1
192.168.7.31,202.106.0.20,56718,53,17,0,1,0,303,1525251649,8,916,192.168.7.31_56718,202.106.0.20_53,1,1,1_1
192.168.7.215,202.106.0.20,64353,53,17,2,2,124,510,1525251649,8,916,192.168.7.215_64353,202.106.0.20_53,3,1,1_3
192.168.7.215,202.106.0.20,63688,53,17,2,2,132,750,1525251649,8,916,192.168.7.215_63688,202.106.0.20_53,3,1,1_3
192.168.7.215,202.106.0.20,63348,53,17,2,2,122,474,1525251649,8,916,192.168.7.215_63348,202.106.0.20_53,3,1,1_3
192.168.7.215,202.106.0.20,55513,53,17,2,2,134,752,1525251649,8,916,192.168.7.215_55513,202.106.0.20_53,3,1,1_3
192.168.7.215,202.106.0.20,52142,53,17,2,2,136,502,1525251649,8,916,192.168.7.215_52142,202.106.0.20_53,3,1,1_3
192.168.7.215,202.106.0.20,62312,53,17,2,2,130,522,1525251649,8,916,192.168.7.215_62312,202.106.0.20_53,3,1,1_3
192.168.7.215,202.106.0.20,50734,53,17,2,2,118,576,1525251649,8,916,192.168.7.215_50734,202.106.0.20_53,3,1,1_3
192.168.7.215,202.106.0.20,64488,53,17,2,2,132,494,1525251649,8,916,192.168.7.215_64488,202.106.0.20_53,3,1,1_3
192.168.7.208,114.114.114.114,62009,53,17,1,1,56,72,1525251624,8,916,192.168.7.208_62009,114.114.114.114_53,3,3,3_3
192.168.7.208,114.114.114.114,56131,53,17,1,1,60,123,1525251642,8,916,192.168.7.208_56131,114.114.114.114_53,3,3,3_3
192.168.7.182,223.166.152.101,54874,80,6,6,4,1092,1445,1525251609,8,237,192.168.7.182_54874,223.166.152.101_80,98,98,98_98
192.168.7.182,223.166.152.101,54875,80,6,6,4,966,530,1525251620,8,237,192.168.7.182_54875,223.166.152.101_80,98,98,98_98
192.168.7.157,111.206.76.34,52434,443,6,7,26,869,5238,1525251648,8,913,192.168.7.157_52434,111.206.76.34_443,100,100,100_100
192.168.7.185,114.114.114.114,49737,53,17,1,1,62,107,1525251648,8,916,192.168.7.185_49737,114.114.114.114_53,3,3,3_3
192.168.7.49,202.106.0.20,57155,53,17,1,1,71,126,1525251645,8,916,192.168.7.49_57155,202.106.0.20_53,4,1,1_4
192.168.7.214,202.106.0.20,60605,53,17,1,1,63,276,1525251645,8,916,192.168.7.214_60605,202.106.0.20_53,1,1,1_1
192.168.7.49,8.8.8.8,57155,53,17,1,1,71,126,1525251645,8,916,192.168.7.49_57155,8.8.8.8_53,4,4,4_4
192.168.7.49,8.8.8.8,50572,53,17,1,1,71,126,1525251650,8,916,192.168.7.49_50572,8.8.8.8_53,4,4,4_4
192.168.7.49,8.8.8.8,59890,53,17,1,1,71,126,1525251650,8,916,192.168.7.49_59890,8.8.8.8_53,4,4,4_4
192.168.7.215,202.106.0.20,56260,53,17,2,2,128,464,1525251651,8,916,192.168.7.215_56260,202.106.0.20_53,3,1,1_3
192.168.7.215,114.114.114.114,53942,53,17,2,2,124,308,1525251648,8,916,192.168.7.215_53942,114.114.114.114_53,3,3,3_3
192.168.7.215,114.114.114.114,58034,53,17,2,2,124,308,1525251648,8,916,192.168.7.215_58034,114.114.114.114_53,3,3,3_3
192.168.7.215,114.114.114.114,54292,53,17,2,2,124,308,1525251648,8,916,192.168.7.215_54292,114.114.114.114_53,3,3,3_3
192.168.7.215,114.114.114.114,65144,53,17,1,2,62,308,1525251648,8,916,192.168.7.215_65144,114.114.114.114_53,3,3,3_3
192.168.1.203,172.16.10.3,63866,53,17,5,0,370,0,1525251647,8,916,192.168.1.203_63866,172.16.10.3_53,12,12,12_12
192.168.7.246,218.11.2.115,36299,443,6,3,1,657,60,1525251643,7,250,192.168.7.246_36299,218.11.2.115_443,36,36,36_36
192.168.7.246,218.11.2.115,36301,443,6,3,1,307,60,1525251646,7,250,192.168.7.246_36301,218.11.2.115_443,36,36,36_36
192.168.7.246,218.11.2.115,36303,443,6,3,1,307,60,1525251651,7,250,192.168.7.246_36303,218.11.2.115_443,36,36,36_36
192.168.7.215,202.106.0.20,53170,53,17,2,2,132,750,1525251651,8,916,192.168.7.215_53170,202.106.0.20_53,3,1,1_3
192.168.7.215,202.106.0.20,49464,53,17,2,2,124,580,1525251651,8,916,192.168.7.215_49464,202.106.0.20_53,3,1,1_3
192.168.7.215,114.114.114.114,52142,53,17,3,3,204,345,1525251651,8,916,192.168.7.215_52142,114.114.114.114_53,3,3,3_3
192.168.7.233,111.161.112.111,36644,443,6,2,5,100,4519,1525251645,8,913,192.168.7.233_36644,111.161.112.111_443,88,88,88_88
192.168.7.215,202.106.0.20,62849,53,17,2,2,124,580,1525251651,8,916,192.168.7.215_62849,202.106.0.20_53,3,1,1_3
192.168.7.215,202.106.0.20,64180,53,17,2,2,124,580,1525251651,8,916,192.168.7.215_64180,202.106.0.20_53,3,1,1_3
192.168.7.215,202.106.0.20,60210,53,17,2,2,124,582,1525251651,8,916,192.168.7.215_60210,202.106.0.20_53,3,1,1_3
192.168.7.220,202.106.0.20,23711,53,17,1,1,64,204,1525251645,8,916,192.168.7.220_23711,202.106.0.20_53,1,1,1_1
192.168.7.220,202.106.0.20,21150,53,17,1,1,62,302,1525251646,8,916,192.168.7.220_21150,202.106.0.20_53,1,1,1_1
192.168.7.157,112.65.74.131,52400,443,6,3,1,649,52,1525251619,8,913,192.168.7.157_52400,112.65.74.131_443,101,101,101_101
192.168.7.157,112.65.74.129,52436,443,6,3,2,661,104,1525251652,8,913,192.168.7.157_52436,112.65.74.129_443,103,103,103_103
192.168.7.215,114.114.114.114,57855,53,17,2,2,124,552,1525251652,8,916,192.168.7.215_57855,114.114.114.114_53,3,3,3_3
224.0.0.22,192.168.7.185,0,0,2,0,7,0,320,1525251644,8,1676,224.0.0.22_0,192.168.7.185_0,104,104,104_104
59.111.160.197,192.168.7.234,443,60667,6,5,3,3575,285,1525251642,8,913,59.111.160.197_443,192.168.7.234_60667,105,105,105_105
220.194.213.3,192.168.7.234,80,60669,6,145,111,212848,5144,1525251646,8,237,220.194.213.3_80,192.168.7.234_60669,106,106,106_106
192.168.7.39,202.106.0.20,51455,53,17,1,1,62,334,1525251636,8,916,192.168.7.39_51455,202.106.0.20_53,1,1,1_1
192.168.7.179,202.106.0.20,54290,53,17,1,1,57,312,1525251639,8,916,192.168.7.179_54290,202.106.0.20_53,1,1,1_1
192.168.7.131,202.108.23.152,10682,443,6,14,14,4791,1702,1525251652,8,913,192.168.7.131_10682,202.108.23.152_443,38,38,38_38
192.168.7.131,202.108.23.152,10683,443,6,14,13,3571,1243,1525251652,8,913,192.168.7.131_10683,202.108.23.152_443,38,38,38_38
192.168.1.19,163.44.166.218,9264,443,6,5,5,816,380,1525251621,8,913,192.168.1.19_9264,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9299,443,6,4,3,727,132,1525251646,8,913,192.168.1.19_9299,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9300,443,6,4,3,727,132,1525251646,8,913,192.168.1.19_9300,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9304,443,6,4,3,727,132,1525251646,8,913,192.168.1.19_9304,163.44.166.218_443,6,6,6_6
192.168.1.19,163.44.166.218,9301,443,6,4,3,727,132,1525251646,8,913,192.168.1.19_9301,163.44.166.218_443,6,6,6_6
192.168.7.132,202.106.0.20,63580,53,17,1,1,65,461,1525251649,8,916,192.168.7.132_63580,202.106.0.20_53,1,1,1_1
192.168.7.178,202.106.0.20,60771,53,17,1,1,71,126,1525251653,8,916,192.168.7.178_60771,202.106.0.20_53,1,1,1_1
192.168.7.40,202.106.0.20,55261,53,17,1,1,62,334,1525251654,8,916,192.168.7.40_55261,202.106.0.20_53,1,1,1_1
192.168.7.215,114.114.114.114,53855,53,17,2,2,136,378,1525251654,8,916,192.168.7.215_53855,114.114.114.114_53,3,3,3_3
192.168.7.215,114.114.114.114,61761,53,17,2,2,130,488,1525251654,8,916,192.168.7.215_61761,114.114.114.114_53,3,3,3_3
192.168.7.215,114.114.114.114,60589,53,17,2,2,114,444,1525251654,8,916,192.168.7.215_60589,114.114.114.114_53,3,3,3_3
192.168.7.215,114.114.114.114,64766,53,17,2,2,122,346,1525251654,8,916,192.168.7.215_64766,114.114.114.114_53,3,3,3_3
192.168.7.215,114.114.114.114,58288,53,17,4,4,244,416,1525251655,8,916,192.168.7.215_58288,114.114.114.114_53,3,3,3_3
192.168.7.49,202.106.0.20,50572,53,17,1,1,71,126,1525251650,8,916,192.168.7.49_50572,202.106.0.20_53,4,1,1_4
192.168.7.49,202.106.0.20,59890,53,17,1,1,71,126,1525251650,8,916,192.168.7.49_59890,202.106.0.20_53,4,1,1_4
192.168.7.49,202.106.0.20,63693,53,17,1,1,71,126,1525251650,8,916,192.168.7.49_63693,202.106.0.20_53,4,1,1_4
192.168.7.47,202.106.0.20,56588,53,17,1,1,54,353,1525251650,8,916,192.168.7.47_56588,202.106.0.20_53,1,1,1_1
192.168.7.215,114.114.114.114,63298,53,17,4,4,280,540,1525251655,8,916,192.168.7.215_63298,114.114.114.114_53,3,3,3_3
192.168.7.215,114.114.114.114,50821,53,17,2,2,128,192,1525251655,8,916,192.168.7.215_50821,114.114.114.114_53,3,3,3_3
192.168.7.215,114.114.114.114,61299,53,17,4,4,220,688,1525251655,8,916,192.168.7.215_61299,114.114.114.114_53,3,3,3_3
192.168.7.215,114.114.114.114,58922,53,17,4,4,240,724,1525251655,8,916,192.168.7.215_58922,114.114.114.114_53,3,3,3_3
192.168.7.215,114.114.114.114,63688,53,17,4,4,264,956,1525251655,8,916,192.168.7.215_63688,114.114.114.114_53,3,3,3_3
192.168.7.215,114.114.114.114,61406,53,17,4,4,264,484,1525251655,8,916,192.168.7.215_61406,114.114.114.114_53,3,3,3_3
192.168.7.215,114.114.114.114,64353,53,17,4,4,248,476,1525251655,8,916,192.168.7.215_64353,114.114.114.114_53,3,3,3_3
192.168.7.215,114.114.114.114,56669,53,17,4,4,228,780,1525251655,8,916,192.168.7.215_56669,114.114.114.114_53,3,3,3_3
192.168.7.49,8.8.8.8,63693,53,17,1,1,71,126,1525251650,8,916,192.168.7.49_63693,8.8.8.8_53,4,4,4_4
192.168.7.49,8.8.8.8,57471,53,17,1,1,71,126,1525251655,8,916,192.168.7.49_57471,8.8.8.8_53,4,4,4_4
192.168.7.49,8.8.8.8,58031,53,17,1,1,71,126,1525251655,8,916,192.168.7.49_58031,8.8.8.8_53,4,4,4_4
192.168.7.215,202.106.0.20,50569,53,17,2,2,134,594,1525251655,8,916,192.168.7.215_50569,202.106.0.20_53,3,1,1_3
192.168.7.215,114.114.114.114,63348,53,17,4,4,244,404,1525251655,8,916,192.168.7.215_63348,114.114.114.114_53,3,3,3_3
192.168.7.215,114.114.114.114,64365,53,17,3,4,192,428,1525251655,8,916,192.168.7.215_64365,114.114.114.114_53,3,3,3_3
192.168.7.215,114.114.114.114,55513,53,17,4,4,268,960,1525251655,8,916,192.168.7.215_55513,114.114.114.114_53,3,3,3_3
192.168.7.215,114.114.114.114,62312,53,17,4,4,260,500,1525251655,8,916,192.168.7.215_62312,114.114.114.114_53,3,3,3_3
192.168.7.131,202.106.0.20,57824,53,17,1,1,83,355,1525251648,8,916,192.168.7.131_57824,202.106.0.20_53,1,1,1_1
192.168.7.187,202.106.0.20,59003,53,17,0,1,0,526,1525251649,8,916,192.168.7.187_59003,202.106.0.20_53,1,1,1_1
192.168.6.238,202.106.0.20,57223,53,17,1,1,53,352,1525251652,8,916,192.168.6.238_57223,202.106.0.20_53,1,1,1_1
192.168.6.238,202.106.0.20,59633,53,17,1,1,54,353,1525251652,8,916,192.168.6.238_59633,202.106.0.20_53,1,1,1_1
192.168.7.66,202.106.0.20,50988,53,17,1,1,71,126,1525251649,8,916,192.168.7.66_50988,202.106.0.20_53,1,1,1_1
192.168.7.147,202.106.0.20,56887,53,17,1,1,71,126,1525251652,8,916,192.168.7.147_56887,202.106.0.20_53,1,1,1_1
192.168.7.49,202.106.0.20,57471,53,17,1,1,71,126,1525251655,8,916,192.168.7.49_57471,202.106.0.20_53,4,1,1_4
192.168.7.49,202.106.0.20,58031,53,17,1,1,71,126,1525251655,8,916,192.168.7.49_58031,202.106.0.20_53,4,1,1_4
192.168.7.49,202.106.0.20,58949,53,17,1,1,71,126,1525251655,8,916,192.168.7.49_58949,202.106.0.20_53,4,1,1_4
58.251.111.101,192.168.7.212,80,39698,6,4,5,1349,896,1525251619,8,237,58.251.111.101_80,192.168.7.212_39698,107,107,107_107
58.247.204.144,192.168.7.205,80,45610,6,4,5,482,948,1525251628,8,237,58.247.204.144_80,192.168.7.205_45610,108,108,108_108
192.168.7.215,114.114.114.114,50734,53,17,4,4,236,472,1525251655,8,916,192.168.7.215_50734,114.114.114.114_53,3,3,3_3
192.168.7.215,114.114.114.114,64488,53,17,4,4,264,444,1525251655,8,916,192.168.7.215_64488,114.114.114.114_53,3,3,3_3
192.168.7.215,114.114.114.114,53170,53,17,4,4,264,956,1525251657,8,916,192.168.7.215_53170,114.114.114.114_53,3,3,3_3
192.168.7.215,114.114.114.114,56260,53,17,4,4,256,384,1525251657,8,916,192.168.7.215_56260,114.114.114.114_53,3,3,3_3
192.168.7.215,114.114.114.114,50569,53,17,3,3,201,483,1525251657,8,916,192.168.7.215_50569,114.114.114.114_53,3,3,3_3
192.168.7.215,114.114.114.114,60210,53,17,4,4,248,620,1525251657,8,916,192.168.7.215_60210,114.114.114.114_53,3,3,3_3
192.168.7.215,114.114.114.114,49464,53,17,3,3,186,462,1525251657,8,916,192.168.7.215_49464,114.114.114.114_53,3,3,3_3
192.168.7.215,114.114.114.114,62849,53,17,4,4,248,616,1525251657,8,916,192.168.7.215_62849,114.114.114.114_53,3,3,3_3
192.168.7.215,114.114.114.114,64180,53,17,3,3,186,462,1525251657,8,916,192.168.7.215_64180,114.114.114.114_53,3,3,3_3
192.168.7.255,192.168.7.185,137,137,17,0,9,0,702,1525251650,9,388,192.168.7.255_137,192.168.7.185_137,109,109,109_109
192.168.1.204,8.8.8.8,21572,53,17,1,1,59,98,1525251649,8,916,192.168.1.204_21572,8.8.8.8_53,4,4,4_4
192.168.1.204,8.8.8.8,22811,53,17,1,1,59,110,1525251649,8,916,192.168.1.204_22811,8.8.8.8_53,4,4,4_4
192.168.1.204,8.8.8.8,12092,53,17,1,1,59,98,1525251658,8,916,192.168.1.204_12092,8.8.8.8_53,4,4,4_4
192.168.7.220,202.106.0.20,23663,53,17,1,1,65,161,1525251654,8,916,192.168.7.220_23663,202.106.0.20_53,1,1,1_1
192.168.7.220,202.106.0.20,28892,53,17,1,1,65,230,1525251654,8,916,192.168.7.220_28892,202.106.0.20_53,1,1,1_1
192.168.7.202,202.106.0.20,62423,53,17,1,1,72,426,1525251646,8,916,192.168.7.202_62423,202.106.0.20_53,1,1,1_1
192.168.7.202,202.106.0.20,58527,53,17,1,1,67,518,1525251646,8,916,192.168.7.202_58527,202.106.0.20_53,1,1,1_1
192.168.7.195,202.106.0.20,59668,53,17,1,1,71,126,1525251647,8,916,192.168.7.195_59668,202.106.0.20_53,1,1,1_1
192.168.1.111,202.106.0.20,34352,53,17,1,1,55,257,1525251652,8,916,192.168.1.111_34352,202.106.0.20_53,1,1,1_1
192.168.7.94,202.106.0.20,63029,53,17,1,1,71,126,1525251655,8,916,192.168.7.94_63029,202.106.0.20_53,1,1,1_1
192.168.7.222,202.106.0.20,52784,53,17,1,1,62,334,1525251649,8,916,192.168.7.222_52784,202.106.0.20_53,1,1,1_1
192.168.7.222,202.106.0.20,62709,53,17,1,1,62,346,1525251649,8,916,192.168.7.222_62709,202.106.0.20_53,1,1,1_1
192.168.7.228,202.106.0.20,64859,53,17,1,1,71,126,1525251657,8,916,192.168.7.228_64859,202.106.0.20_53,1,1,1_1
192.168.6.175,1.1.1.1,65170,53,17,1,1,56,104,1525251653,8,916,192.168.6.175_65170,1.1.1.1_53,54,54,54_54
192.168.7.215,202.106.0.20,53392,53,17,2,2,136,502,1525251656,8,916,192.168.7.215_53392,202.106.0.20_53,3,1,1_3
192.168.7.215,202.106.0.20,50821,53,17,3,3,192,696,1525251657,8,916,192.168.7.215_50821,202.106.0.20_53,3,1,1_3
192.168.7.215,202.106.0.20,57855,53,17,4,4,248,1912,1525251658,8,916,192.168.7.215_57855,202.106.0.20_53,3,1,1_3
192.168.7.157,123.125.115.99,52420,443,6,3,1,649,52,1525251635,8,913,192.168.7.157_52420,123.125.115.99_443,111,111,111_111
192.168.7.157,123.125.115.99,52428,443,6,3,1,649,52,1525251637,8,913,192.168.7.157_52428,123.125.115.99_443,111,111,111_111
192.168.7.157,123.125.115.99,52433,443,6,2,1,609,52,1525251647,8,913,192.168.7.157_52433,123.125.115.99_443,111,111,111_111
192.168.7.157,123.125.115.99,52431,443,6,3,1,650,52,1525251657,8,913,192.168.7.157_52431,123.125.115.99_443,111,111,111_111
192.168.7.215,202.106.0.20,53855,53,17,4,4,272,1300,1525251660,8,916,192.168.7.215_53855,202.106.0.20_53,3,1,1_3
192.168.7.215,202.106.0.20,61761,53,17,3,4,195,1520,1525251660,8,916,192.168.7.215_61761,202.106.0.20_53,3,1,1_3
192.168.7.233,123.125.9.11,35476,443,6,3,1,342,52,1525251642,8,913,192.168.7.233_35476,123.125.9.11_443,79,79,79_79
192.168.7.157,123.125.81.6,65459,53,17,1,1,59,139,1525251647,8,916,192.168.7.157_65459,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,54912,53,17,1,1,90,106,1525251651,8,916,192.168.7.157_54912,123.125.81.6_53,9,9,9_9
192.168.7.157,123.125.81.6,55270,53,17,1,1,90,134,1525251652,8,916,192.168.7.157_55270,123.125.81.6_53,9,9,9_9
192.168.7.215,202.106.0.20,64766,53,17,4,4,244,1692,1525251660,8,916,192.168.7.215_64766,202.106.0.20_53,3,1,1_3
192.168.7.215,202.106.0.20,60589,53,17,4,4,228,1888,1525251660,8,916,192.168.7.215_60589,202.106.0.20_53,3,1,1_3
192.168.7.215,202.106.0.20,62741,53,17,3,3,177,909,1525251660,8,916,192.168.7.215_62741,202.106.0.20_53,3,1,1_3
192.168.7.192,202.106.0.20,59198,53,17,1,1,67,297,1525251660,8,916,192.168.7.192_59198,202.106.0.20_53,1,1,1_1
192.168.6.242,202.106.0.20,54396,53,17,1,1,77,534,1525251656,8,916,192.168.6.242_54396,202.106.0.20_53,1,1,1_1
192.168.7.233,111.161.64.20,46766,443,6,3,1,343,52,1525251645,8,913,192.168.7.233_46766,111.161.64.20_443,112,112,112_112
192.168.7.248,111.206.200.76,43584,80,6,5,3,2620,399,1525251651,8,237,192.168.7.248_43584,111.206.200.76_80,113,113,113_113
192.168.7.47,111.202.114.81,56289,80,6,6,7,1935,572,1525251651,8,237,192.168.7.47_56289,111.202.114.81_80,114,114,114_114
60.9.1.124,192.168.6.237,80,53310,6,5307,3913,7593929,196749,1525251622,8,237,60.9.1.124_80,192.168.6.237_53310,115,115,115_115
192.168.7.49,8.8.8.8,58949,53,17,1,1,71,126,1525251655,8,916,192.168.7.49_58949,8.8.8.8_53,4,4,4_4
192.168.7.49,8.8.8.8,57946,53,17,1,1,71,126,1525251660,8,916,192.168.7.49_57946,8.8.8.8_53,4,4,4_4
